,CHP1_Electricity_Generation_(kW),CHP2_Electricity_Generation_(kW),CHP1_Heat_Output_(kW),CHP2_Heat_Output_(kW),Boiler_Heat_Output_(kW),Feels-Like Temperature Deg C,Wind Speed ms,Site_Electricity_Demand_(kW),Day ahead UK electricity price,Site_Heat_Demand_(kW),Import_Electricity_(kW),Export_Electricity_(kW)
2020-10-24 17:30:00,0.0,66.09375,0.0,125.00000000000001,1178.294573643411,11.0,10.6,4049.570261380116,69.0,1303.294573643411,3983.476511380116,0.0
2020-10-24 18:00:00,0.0,66.09375,0.0,125.00000000000001,1248.062015503876,10.4,11.0,4001.8215258373716,75.0,1373.062015503876,3935.7277758373716,0.0
2020-10-24 18:30:00,0.0,66.09375,0.0,125.00000000000001,1294.5736434108528,10.4,11.0,3973.172284511725,68.795,1419.5736434108528,3907.078534511725,0.0
2020-10-24 19:00:00,0.0,0.0,0.0,0.0,1310.077519379845,10.1,9.4,4020.4435326990415,62.59,1310.077519379845,4020.4435326990415,0.0
2020-10-24 19:30:00,0.0,0.0,0.0,0.0,1310.077519379845,10.1,9.4,4020.4435326990415,56.295,1310.077519379845,4020.4435326990415,0.0
2020-10-24 20:00:00,0.0,0.0,0.0,0.0,1372.093023255814,9.9,7.1,3972.694797156298,50.0,1372.093023255814,3972.694797156298,0.0
2020-10-24 20:30:00,0.0,0.0,0.0,0.0,1418.6046511627908,9.9,7.1,3944.045555830651,48.075,1418.6046511627908,3944.045555830651,0.0
2020-10-24 21:00:00,0.0,0.0,0.0,0.0,1418.6046511627908,8.9,8.4,3905.846567396456,46.15,1418.6046511627908,3905.846567396456,0.0
2020-10-24 21:30:00,0.0,0.0,0.0,0.0,1496.124031007752,8.9,8.4,3877.1973260708096,41.97,1496.124031007752,3877.1973260708096,0.0
2020-10-24 22:00:00,0.0,0.0,0.0,0.0,1503.875968992248,8.9,7.2,3810.3490963109684,37.79,1503.875968992248,3810.3490963109684,0.0
2020-10-24 22:30:00,0.0,0.0,0.0,0.0,1573.6434108527133,8.9,7.2,3743.500866551127,46.355,1573.6434108527133,3743.500866551127,0.0
2020-10-24 23:00:00,0.0,0.0,0.0,0.0,1604.6511627906975,9.0,5.2,3705.3018781169317,54.92,1604.6511627906975,3705.3018781169317,0.0
2020-10-24 23:30:00,0.0,0.0,0.0,0.0,1612.4031007751937,9.0,5.2,3686.202383899834,30.02,1612.4031007751937,3686.202383899834,0.0
2020-10-25 00:00:00,0.0,0.0,0.0,0.0,1666.6666666666667,8.1,6.3,3667.102889682736,5.12,1666.6666666666667,3667.102889682736,0.0
